第0类：
		888	0.04896398618648248
		橘子洲	0.0485528695938168
		头	0.0485528695938168
		琥珀	0.025530340404538727
		贼	0.018130241736556488
		天	0.014430192402565368
		还得	0.014019075809899688
		三天	0.012785726031902648
		时光	0.012785726031902648
		周末	0.011963492846571288
		服了	0.009907909883242888
		网	0.009907909883242888
		连上	0.009085676697911528
		计划	0.009085676697911528
		本来	0.008674560105245848
		五天	0.008674560105245848
		课上	0.008674560105245848
		攒的	0.008263443512580168
		抱歉	0.008263443512580168
		上课	0.007852326919914488
第1类：
		上课	0.04710713297037925
		真的	0.035111193134631354
		放假	0.03464981083325643
		分奴	0.026806311709882808
		50	0.026806311709882808
		块	0.02634492940850789
		调休	0.02080834179200886
		不给	0.01388760727138507
		上周	0.012503460367260312
		老师	0.012503460367260312
		学校	0.012042078065885392
		的是	0.010196548860385716
		给你	0.009735166559010796
		深海	0.009273784257635878
		鲸落	0.009273784257635878
		zz	0.009273784257635878
		五一	0.008812401956260959
		西安	0.008812401956260959
		这会	0.008812401956260959
		轻松	0.008812401956260959
第2类：
		课	0.04616208202931971
		五一	0.03463185636633174
		学生	0.03380826881897545
		网课	0.032984681271619166
		作业	0.031749299950584745
		上网	0.019395486740240487
		真的	0.01610113655081535
		五天	0.01610113655081535
		休息	0.015277549003459068
		假期	0.014042167682424642
		放	0.0136303739087465
		布置	0.009924229945643221
		不放假	0.00951243617196508
		个月	0.00951243617196508
		就开始	0.009100642398286939
		放假	0.008688848624608796
		假	0.007865261077252512
		落下	0.007865261077252512
		八天	0.007865261077252512
		意义	0.007865261077252512
第3类：
		两天	0.08996468752566313
		放	0.06204319618953765
		周末	0.04233390818756672
		假	0.03987024718732035
		调休	0.0390490268539049
		只放	0.030836823519750346
		默默	0.030426213353042617
		夜猫	0.030426213353042617
		五一	0.02016095918534943
		不少于	0.016054857518272153
		补	0.015644247351564423
		森林	0.012359366017902603
		消防	0.011948755851194875
		我们学校	0.011127535517779421
		机器	0.010716925351071693
		你还	0.009485094850948509
		注意安全	0.009074484684240783
		西安	0.008663874517533055
		不放假	0.008663874517533055
		做	0.007842654184117599
第4类：
		学生	0.024570705072406426
		老师	0.024570705072406426
		上课	0.02021840626731028
		杜	0.019822742739574267
		小凡	0.019822742739574267
		6364142612	0.019822742739574267
		网课	0.01309646276806204
		连上	0.01309646276806204
		补课	0.011909472184854001
		肖战	0.011909472184854001
		弱水三千	0.011513808657117987
		假期	0.011513808657117987
		周六	0.011118145129381973
		你能	0.009931154546173934
		天了	0.009535491018437921
		周天	0.008744163962965894
		放学	0.008744163962965894
		回家的路	0.008744163962965894
		往后	0.008744163962965894
		占用	0.00834850043522988
第5类：
		西安	0.02356439158604775
		愿平安	0.016020236087689713
		月	0.014245140676311352
		想	0.012913819117777581
		网课	0.01247004526493299
		地震	0.0120262714120884
		不放	0.010694949853554628
		度	0.010694949853554628
		日	0.010251176000710039
		高中	0.009807402147865449
		老师	0.009807402147865449
		线上	0.009807402147865449
		巧家县	0.009807402147865449
		级	0.009807402147865449
		补课	0.009363628295020857
		云南	0.009363628295020857
		周六	0.008476080589331678
		上课	0.008032306736487086
		Dorislaa	0.008032306736487086
		衡水	0.008032306736487086
第6类：
		高三	0.04909029932086861
		放	0.032740840110673256
		上课	0.030225538693720126
		初三	0.02561415276263939
		两天	0.01932589922025656
		周天	0.01932589922025656
		小六	0.01681059780330343
		峰	0.01681059780330343
		调雨顺	0.01681059780330343
		假	0.015552947094826863
		学生	0.015133730192001342
		五一	0.014295296386350298
		只放	0.014295296386350298
		上周	0.013456862580699254
		毕业	0.013037645677873732
		年级	0.013037645677873732
		放假	0.010941561163746123
		说	0.010103127358095078
		哈哈哈	0.010103127358095078
		周六	0.009683910455269557
第7类：
		课	0.03106397249937117
		小学	0.021002766831558647
		生活	0.014714513289175819
		举报	0.013876079483524775
		鹿濯	0.013456862580699254
		补课	0.013037645677873732
		想去	0.01261842877504821
		摘	0.01261842877504821
		星星	0.01261842877504821
		给你	0.011779994969397167
		_	0.011779994969397167
		毕业	0.011360778066571644
		学校	0.010941561163746123
		说	0.010941561163746123
		几个月	0.010941561163746123
		卷子	0.010103127358095078
		阳光	0.010103127358095078
		星辰	0.010103127358095078
		微风	0.010103127358095078
		雨	0.010103127358095078
第8类：
		🙏	0.0644215210355987
		学生	0.041161003236245955
		块	0.02936218985976267
		肛	0.029025080906148866
		鸡婆	0.029025080906148866
		妈妈桑	0.029025080906148866
		130	0.029025080906148866
		平安	0.02531688241639698
		愿平安	0.01891181229773463
		jxjy	0.01688915857605178
		渐行	0.01688915857605178
		渐远	0.01688915857605178
		hyy	0.01688915857605178
		老师	0.014529395900755124
		劳动者	0.012843851132686084
		都是	0.009809870550161812
		希望	0.009472761596548005
		教师	0.008798543689320388
		说	0.008461434735706581
		高一	0.008124325782092772
第9类：
		放	0.03338551592703512
		假	0.031683909610672474
		两天	0.030662945820854885
		课	0.026919411924857063
		有人	0.018411380343043834
		问起	0.018071059079771305
		就说	0.018071059079771305
		说	0.018071059079771305
		没见过	0.017730737816498775
		三天	0.01670977402668119
		灯芯	0.01602913150013613
		闪亮	0.01602913150013613
		谢谢	0.013306561393955894
		集美	0.011264633814320718
		教育部	0.01092431255104819
		上网	0.01058399128777566
		那为什么	0.01024367002450313
		教育局	0.009903348761230602
		学校	0.009222706234685542
		补	0.009222706234685542
