0.08333333333333333	0.08333333333333333	0.08333333333333333	0.25	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	
0.02631578947368421	0.13157894736842105	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.6578947368421053	0.02631578947368421	0.02631578947368421	0.02631578947368421	
0.05	0.05	0.05	0.45	0.05	0.15	0.05	0.05	0.05	0.05	
0.029411764705882353	0.029411764705882353	0.029411764705882353	0.20588235294117646	0.029411764705882353	0.029411764705882353	0.5588235294117647	0.029411764705882353	0.029411764705882353	0.029411764705882353	
0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.625	0.041666666666666664	0.041666666666666664	
0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.21428571428571427	0.07142857142857142	
0.05555555555555555	0.05555555555555555	0.5	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	
0.03125	0.03125	0.03125	0.03125	0.71875	0.03125	0.03125	0.03125	0.03125	0.03125	
0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.25	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	
0.05555555555555555	0.05555555555555555	0.05555555555555555	0.5	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	
0.05555555555555555	0.05555555555555555	0.05555555555555555	0.5	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	
0.05	0.05	0.05	0.05	0.55	0.05	0.05	0.05	0.05	0.05	
